epoch,train_loss,valid_loss,pascal_voc_metric_by_distance,BBloss,focal_loss,AP-0,AP-1,time
0,3.496081,3.379010,0,0.532706,2.846304,0,0,01:21
1,3.437380,2.223449,0.000000,0.505739,1.717709,0.000000,0.000000,01:14
2,3.057370,258.536285,0.039235,1.207887,257.328400,0.072046,0.006423,18:42
3,17.318619,2.923980,0,0.544547,2.379433,0,0,01:21
4,14.271008,3.737690,0,0.579120,3.158571,0,0,01:21
5,12.409319,3.894841,0,0.547994,3.346847,0,0,01:21
6,11.100258,3.830975,0,0.500750,3.330226,0,0,01:21
7,10.109613,3.739809,0,0.480622,3.259187,0,0,01:20
8,9.334930,3.689239,0,0.480316,3.208923,0,0,01:21
9,8.713960,3.668067,0,0.479248,3.188818,0,0,01:23
